hr,workingday,yr,dteday,atemp,season,weathersit,weekday,hum,mnth,windspeed,holiday,registered
17,1,0,325,0.4394,4,3,2,1.0,11,0.10532502644880687,0,161
18,1,0,325,0.4394,4,3,2,1.0,11,0.0,0,148
19,1,0,325,0.4545,4,3,2,0.94,11,0.12284001410603033,0,106
20,1,0,325,0.4545,4,2,2,1.0,11,0.2631950158692841,0,121
21,1,0,325,0.4545,4,2,2,1.0,11,0.298224991183731,0,86
22,1,0,325,0.4848,4,2,2,0.94,11,0.22804749030210414,0,81
23,1,0,325,0.4697,4,2,2,0.94,11,0.298224991183731,0,36
0,1,0,326,0.4697,4,2,3,0.94,11,0.298224991183731,0,14
1,1,0,326,0.4697,4,2,3,0.94,11,0.3508875044081345,0,8
2,1,0,326,0.4848,4,3,3,0.94,11,0.42106500528976143,0,5
3,1,0,326,0.4848,4,3,3,0.94,11,0.42106500528976143,0,2
4,1,0,326,0.5,4,3,3,0.88,11,0.42106500528976143,0,5
5,1,0,326,0.4545,4,2,3,0.94,11,0.22804749030210414,0,16
6,1,0,326,0.4394,4,2,3,1.0,11,0.0,0,68
7,1,0,326,0.4545,4,2,3,1.0,11,0.10532502644880687,0,154
8,1,0,326,0.4697,4,2,3,0.94,11,0.12284001410603033,0,316
9,1,0,326,0.5,4,2,3,0.94,11,0.22804749030210414,0,164
10,1,0,326,0.5,4,2,3,0.94,11,0.22804749030210414,0,70
11,1,0,326,0.4848,4,2,3,0.72,11,0.49124250617138826,0,107
12,1,0,326,0.4697,4,1,3,0.55,11,0.49124250617138826,0,151
13,1,0,326,0.4394,4,2,3,0.54,11,0.5789349947102387,0,162
14,1,0,326,0.4242,4,1,3,0.54,11,0.5439050193957917,0,200
15,1,0,326,0.4242,4,2,3,0.54,11,0.5263900317385682,0,194
16,1,0,326,0.4091,4,2,3,0.62,11,0.5439050193957917,0,169
17,1,0,326,0.3939,4,3,3,0.71,11,0.45621253085694136,0,156
18,1,0,326,0.4091,4,2,3,0.58,11,0.6140825202774186,0,138
19,1,0,326,0.3939,4,1,3,0.58,11,0.45621253085694136,0,116
20,1,0,326,0.3333,4,1,3,0.62,11,0.45621253085694136,0,67
21,1,0,326,0.3182,4,1,3,0.57,11,0.5439050193957917,0,66
22,1,0,326,0.303,4,1,3,0.61,11,0.5263900317385682,0,59
23,1,0,326,0.303,4,1,3,0.61,11,0.42106500528976143,0,47
0,0,0,327,0.303,4,1,4,0.57,11,0.2631950158692841,1,22
1,0,0,327,0.2879,4,1,4,0.57,11,0.49124250617138826,1,23
2,0,0,327,0.2879,4,1,4,0.61,11,0.33337251675091106,1,19
3,0,0,327,0.2879,4,1,4,0.65,11,0.15786998942047725,1,4
4,0,0,327,0.3182,4,1,4,0.61,11,0.10532502644880687,1,1
5,0,0,327,0.3182,4,1,4,0.61,11,0.12284001410603033,1,10
6,0,0,327,0.3182,4,1,4,0.61,11,0.10532502644880687,1,5
7,0,0,327,0.2727,4,1,4,0.75,11,0.12284001410603033,1,31
8,0,0,327,0.3182,4,1,4,0.65,11,0.10532502644880687,1,42
9,0,0,327,0.3485,4,1,4,0.61,11,0.0,1,68
10,0,0,327,0.3788,4,1,4,0.57,11,0.0,1,64
11,0,0,327,0.4242,4,1,4,0.41,11,0.3508875044081345,1,90
12,0,0,327,0.4545,4,1,4,0.36,11,0.2631950158692841,1,88
13,0,0,327,0.4697,4,1,4,0.33,11,0.2631950158692841,1,91
14,0,0,327,0.4848,4,1,4,0.31,11,0.3508875044081345,1,94
15,0,0,327,0.4848,4,1,4,0.31,11,0.298224991183731,1,71
16,0,0,327,0.4848,4,1,4,0.34,11,0.33337251675091106,1,66
17,0,0,327,0.4697,4,1,4,0.33,11,0.12284001410603033,1,40
18,0,0,327,0.4242,4,1,4,0.5,11,0.10532502644880687,1,24
19,0,0,327,0.4091,4,1,4,0.54,11,0.12284001410603033,1,13
20,0,0,327,0.3485,4,1,4,0.76,11,0.19301751498765723,1,17
21,0,0,327,0.3485,4,1,4,0.71,11,0.19301751498765723,1,19
22,0,0,327,0.3485,4,1,4,0.71,11,0.19301751498765723,1,14
23,0,0,327,0.3485,4,1,4,0.76,11,0.12284001410603033,1,19
0,1,0,328,0.3333,4,1,5,0.76,11,0.19301751498765723,0,22
1,1,0,328,0.3636,4,1,5,0.76,11,0.0,0,12
2,1,0,328,0.2879,4,1,5,0.81,11,0.12284001410603033,0,6
3,1,0,328,0.2879,4,1,5,0.75,11,0.12284001410603033,0,2
4,1,0,328,0.3182,4,1,5,0.75,11,0.12284001410603033,0,3
5,1,0,328,0.3182,4,1,5,0.75,11,0.0,0,3
6,1,0,328,0.2727,4,1,5,0.81,11,0.12284001410603033,0,9
7,1,0,328,0.303,4,1,5,0.81,11,0.0,0,31
8,1,0,328,0.2727,4,1,5,0.81,11,0.15786998942047725,0,68
9,1,0,328,0.3485,4,1,5,0.76,11,0.0,0,70
10,1,0,328,0.3485,4,1,5,0.71,11,0.19301751498765723,0,82
11,1,0,328,0.4091,4,1,5,0.66,11,0.12284001410603033,0,127
12,1,0,328,0.4545,4,1,5,0.51,11,0.12284001410603033,0,146
13,1,0,328,0.4848,4,1,5,0.45,11,0.2631950158692841,0,140
14,1,0,328,0.5,4,1,5,0.39,11,0.2631950158692841,0,150
15,1,0,328,0.5,4,1,5,0.36,11,0.22804749030210414,0,145
16,1,0,328,0.4848,4,1,5,0.39,11,0.19301751498765723,0,139
17,1,0,328,0.4848,4,1,5,0.34,11,0.12284001410603033,0,127
18,1,0,328,0.4545,4,1,5,0.44,11,0.10532502644880687,0,108
19,1,0,328,0.4242,4,1,5,0.67,11,0.0,0,96
20,1,0,328,0.4091,4,1,5,0.58,11,0.10532502644880687,0,76
21,1,0,328,0.3788,4,1,5,0.71,11,0.0,0,61
22,1,0,328,0.3485,4,1,5,0.71,11,0.10532502644880687,0,46
23,1,0,328,0.3485,4,1,5,0.76,11,0.12284001410603033,0,28
0,0,0,329,0.3485,4,1,6,0.76,11,0.12284001410603033,0,38
1,0,0,329,0.3333,4,1,6,0.76,11,0.10532502644880687,0,24
2,0,0,329,0.3182,4,1,6,0.81,11,0.12284001410603033,0,20
3,0,0,329,0.3333,4,1,6,0.81,11,0.0,0,9
4,0,0,329,0.3333,4,1,6,0.81,11,0.0,0,4
5,0,0,329,0.3182,4,1,6,0.75,11,0.12284001410603033,0,3
6,0,0,329,0.3182,4,2,6,0.75,11,0.10532502644880687,0,8
7,0,0,329,0.2727,4,1,6,0.87,11,0.12284001410603033,0,13
8,0,0,329,0.3333,4,1,6,0.76,11,0.10532502644880687,0,50
9,0,0,329,0.3485,4,1,6,0.76,11,0.10532502644880687,0,67
10,0,0,329,0.3788,4,1,6,0.81,11,0.0,0,84
11,0,0,329,0.4091,4,1,6,0.62,11,0.12284001410603033,0,123
12,0,0,329,0.4394,4,1,6,0.51,11,0.0,0,172
13,0,0,329,0.4697,4,1,6,0.44,11,0.0,0,148
14,0,0,329,0.4697,4,2,6,0.48,11,0.15786998942047725,0,158
15,0,0,329,0.4848,4,2,6,0.42,11,0.12284001410603033,0,160
16,0,0,329,0.4545,4,2,6,0.47,11,0.15786998942047725,0,138
17,0,0,329,0.4545,4,2,6,0.47,11,0.15786998942047725,0,122
18,0,0,329,0.4242,4,2,6,0.62,11,0.19301751498765723,0,118
19,0,0,329,0.4091,4,2,6,0.71,11,0.10532502644880687,0,100
20,0,0,329,0.4242,4,2,6,0.58,11,0.0,0,86
21,0,0,329,0.3939,4,2,6,0.82,11,0.0,0,72
22,0,0,329,0.3939,4,2,6,0.76,11,0.0,0,51
23,0,0,329,0.3788,4,1,6,0.81,11,0.0,0,51
0,0,0,330,0.3788,4,1,0,0.81,11,0.0,0,39
1,0,0,330,0.3788,4,1,0,0.81,11,0.0,0,35
2,0,0,330,0.3636,4,1,0,0.81,11,0.0,0,22
3,0,0,330,0.3636,4,1,0,0.87,11,0.0,0,8
4,0,0,330,0.3485,4,1,0,0.87,11,0.12284001410603033,0,4
5,0,0,330,0.3485,4,1,0,0.87,11,0.22804749030210414,0,5
6,0,0,330,0.3939,4,1,0,0.82,11,0.19301751498765723,0,9
7,0,0,330,0.3939,4,1,0,0.87,11,0.2631950158692841,0,11
8,0,0,330,0.4091,4,1,0,0.82,11,0.3508875044081345,0,36
9,0,0,330,0.4545,4,1,0,0.72,11,0.33337251675091106,0,90
10,0,0,330,0.4545,4,1,0,0.72,11,0.33337251675091106,0,131
11,0,0,330,0.4848,4,1,0,0.63,11,0.42106500528976143,0,157
12,0,0,330,0.5152,4,1,0,0.56,11,0.33337251675091106,0,193
13,0,0,330,0.5152,4,1,0,0.6,11,0.22804749030210414,0,216
14,0,0,330,0.6212,4,1,0,0.43,11,0.5439050193957917,0,200
15,0,0,330,0.6212,4,1,0,0.43,11,0.33337251675091106,0,221
16,0,0,330,0.5303,4,1,0,0.52,11,0.298224991183731,0,229
17,0,0,330,0.5152,4,1,0,0.56,11,0.22804749030210414,0,167
18,0,0,330,0.4848,4,1,0,0.63,11,0.19301751498765723,0,130
19,0,0,330,0.4697,4,1,0,0.67,11,0.2631950158692841,0,109
20,0,0,330,0.4848,4,1,0,0.63,11,0.298224991183731,0,94
21,0,0,330,0.4697,4,1,0,0.67,11,0.33337251675091106,0,75
22,0,0,330,0.4697,4,1,0,0.72,11,0.298224991183731,0,53
23,0,0,330,0.4697,4,1,0,0.72,11,0.298224991183731,0,27
0,1,0,331,0.4545,4,1,1,0.77,11,0.33337251675091106,0,10
1,1,0,331,0.4545,4,1,1,0.77,11,0.3508875044081345,0,12
3,1,0,331,0.4394,4,1,1,0.88,11,0.2631950158692841,0,4
4,1,0,331,0.4394,4,1,1,0.82,11,0.10532502644880687,0,4
5,1,0,331,0.4091,4,1,1,0.87,11,0.0,0,34
6,1,0,331,0.4242,4,1,1,0.82,11,0.10532502644880687,0,98
7,1,0,331,0.4242,4,1,1,0.88,11,0.0,0,270
8,1,0,331,0.4242,4,2,1,0.94,11,0.0,0,394
9,1,0,331,0.4394,4,2,1,0.88,11,0.2631950158692841,0,191
10,1,0,331,0.4697,4,2,1,0.77,11,0.15786998942047725,0,86
11,1,0,331,0.5,4,2,1,0.68,11,0.12284001410603033,0,107
12,1,0,331,0.5303,4,1,1,0.6,11,0.12284001410603033,0,165
13,1,0,331,0.5455,4,2,1,0.56,11,0.0,0,137
14,1,0,331,0.6212,4,1,1,0.56,11,0.0,0,129
15,1,0,331,0.5455,4,1,1,0.6,11,0.19301751498765723,0,132
16,1,0,331,0.5303,4,1,1,0.6,11,0.22804749030210414,0,240
17,1,0,331,0.5455,4,1,1,0.56,11,0.22804749030210414,0,444
18,1,0,331,0.5303,4,1,1,0.64,11,0.2631950158692841,0,396
19,1,0,331,0.5152,4,1,1,0.73,11,0.2631950158692841,0,260
20,1,0,331,0.5152,4,2,1,0.73,11,0.298224991183731,0,206
21,1,0,331,0.5152,4,2,1,0.77,11,0.2631950158692841,0,152
22,1,0,331,0.5,4,2,1,0.83,11,0.12284001410603033,0,102
23,1,0,331,0.5,4,2,1,0.83,11,0.15786998942047725,0,41
0,1,0,332,0.5,4,1,2,0.83,11,0.0,0,18
1,1,0,332,0.5,4,1,2,0.83,11,0.10532502644880687,0,16
2,1,0,332,0.4848,4,2,2,0.88,11,0.0,0,5
3,1,0,332,0.4848,4,2,2,0.88,11,0.0,0,2
4,1,0,332,0.5,4,2,2,0.83,11,0.38603502997531447,0,5
5,1,0,332,0.4848,4,1,2,0.88,11,0.33337251675091106,0,21
6,1,0,332,0.5,4,1,2,0.83,11,0.33337251675091106,0,88
7,1,0,332,0.5,4,1,2,0.77,11,0.2631950158692841,0,330
8,1,0,332,0.5152,4,1,2,0.77,11,0.33337251675091106,0,440
9,1,0,332,0.5303,4,3,2,0.73,11,0.49124250617138826,0,197
10,1,0,332,0.5303,4,3,2,0.73,11,0.49124250617138826,0,34
11,1,0,332,0.4848,4,3,2,0.88,11,0.3508875044081345,0,10
12,1,0,332,0.4242,4,3,2,0.82,11,0.49124250617138826,0,17
13,1,0,332,0.4242,4,3,2,0.77,11,0.33337251675091106,0,22
14,1,0,332,0.4091,4,3,2,0.94,11,0.22804749030210414,0,35
15,1,0,332,0.4091,4,3,2,0.87,11,0.38603502997531447,0,60
16,1,0,332,0.4091,4,3,2,0.87,11,0.2631950158692841,0,146
17,1,0,332,0.4091,4,2,2,0.87,11,0.3508875044081345,0,346
18,1,0,332,0.4091,4,2,2,0.82,11,0.3508875044081345,0,347
19,1,0,332,0.4091,4,2,2,0.82,11,0.38603502997531447,0,244
20,1,0,332,0.3939,4,2,2,0.87,11,0.298224991183731,0,176
21,1,0,332,0.3939,4,2,2,0.87,11,0.298224991183731,0,116
22,1,0,332,0.3939,4,1,2,0.82,11,0.3508875044081345,0,90
23,1,0,332,0.3333,4,1,2,0.76,11,0.45621253085694136,0,53
0,1,0,333,0.3333,4,1,3,0.62,11,0.49124250617138826,0,23
1,1,0,333,0.303,4,1,3,0.66,11,0.38603502997531447,0,8
2,1,0,333,0.3182,4,1,3,0.7,11,0.19301751498765723,0,5
3,1,0,333,0.3182,4,1,3,0.7,11,0.19301751498765723,0,1
4,1,0,333,0.2879,4,1,3,0.75,11,0.2631950158692841,0,5
5,1,0,333,0.2727,4,1,3,0.81,11,0.22804749030210414,0,21
6,1,0,333,0.2727,4,1,3,0.87,11,0.12284001410603033,0,100
7,1,0,333,0.2727,4,1,3,0.81,11,0.12284001410603033,0,276
8,1,0,333,0.2727,4,1,3,0.81,11,0.22804749030210414,0,465
9,1,0,333,0.2879,4,1,3,0.75,11,0.33337251675091106,0,186
10,1,0,333,0.3182,4,1,3,0.66,11,0.2631950158692841,0,95
11,1,0,333,0.3939,4,1,3,0.54,11,0.3508875044081345,0,112
12,1,0,333,0.3333,4,2,3,0.53,11,0.33337251675091106,0,148
13,1,0,333,0.3939,4,2,3,0.43,11,0.42106500528976143,0,131
14,1,0,333,0.3939,4,2,3,0.43,11,0.42106500528976143,0,99
15,1,0,333,0.3333,4,1,3,0.46,11,0.38603502997531447,0,104
16,1,0,333,0.3333,4,1,3,0.46,11,0.33337251675091106,0,199
17,1,0,333,0.303,4,2,3,0.49,11,0.38603502997531447,0,365
18,1,0,333,0.303,4,1,3,0.49,11,0.38603502997531447,0,369
19,1,0,333,0.303,4,2,3,0.57,11,0.33337251675091106,0,273
20,1,0,333,0.303,4,2,3,0.57,11,0.33337251675091106,0,184
21,1,0,333,0.2879,4,1,3,0.53,11,0.45621253085694136,0,128
22,1,0,333,0.2727,4,1,3,0.56,11,0.3508875044081345,0,82
23,1,0,333,0.2576,4,1,3,0.52,11,0.33337251675091106,0,46
0,1,0,334,0.2576,4,1,4,0.52,12,0.38603502997531447,0,19
1,1,0,334,0.2424,4,1,4,0.6,12,0.33337251675091106,0,9
2,1,0,334,0.2273,4,1,4,0.56,12,0.3508875044081345,0,8
3,1,0,334,0.2424,4,1,4,0.56,12,0.298224991183731,0,6
4,1,0,334,0.2424,4,1,4,0.56,12,0.33337251675091106,0,1
5,1,0,334,0.2424,4,1,4,0.56,12,0.298224991183731,0,23
6,1,0,334,0.2121,4,1,4,0.65,12,0.33337251675091106,0,92
7,1,0,334,0.2121,4,1,4,0.65,12,0.42106500528976143,0,265
8,1,0,334,0.2273,4,1,4,0.6,12,0.38603502997531447,0,462
9,1,0,334,0.2727,4,1,4,0.52,12,0.38603502997531447,0,215
10,1,0,334,0.303,4,1,4,0.53,12,0.3508875044081345,0,86
11,1,0,334,0.3182,4,1,4,0.49,12,0.298224991183731,0,95
12,1,0,334,0.3485,4,1,4,0.46,12,0.2631950158692841,0,139
13,1,0,334,0.4091,4,1,4,0.4,12,0.2631950158692841,0,137
14,1,0,334,0.4091,4,1,4,0.4,12,0.2631950158692841,0,130
15,1,0,334,0.4091,4,1,4,0.4,12,0.2631950158692841,0,144
16,1,0,334,0.4091,4,1,4,0.4,12,0.22804749030210414,0,192
17,1,0,334,0.3485,4,1,4,0.46,12,0.15786998942047725,0,409
18,1,0,334,0.3636,4,1,4,0.43,12,0.12284001410603033,0,393
19,1,0,334,0.3485,4,1,4,0.46,12,0.12284001410603033,0,219
20,1,0,334,0.3485,4,1,4,0.46,12,0.12284001410603033,0,178
21,1,0,334,0.3182,4,1,4,0.61,12,0.12284001410603033,0,154
22,1,0,334,0.3333,4,1,4,0.61,12,0.0,0,99
23,1,0,334,0.2879,4,1,4,0.7,12,0.10532502644880687,0,70
0,1,0,335,0.2879,4,1,5,0.7,12,0.10532502644880687,0,32
1,1,0,335,0.2879,4,1,5,0.75,12,0.0,0,14
2,1,0,335,0.2879,4,1,5,0.75,12,0.0,0,10
3,1,0,335,0.2727,4,1,5,0.8,12,0.0,0,1
4,1,0,335,0.2727,4,1,5,0.8,12,0.0,0,3
5,1,0,335,0.2576,4,1,5,0.8,12,0.10532502644880687,0,23
6,1,0,335,0.2727,4,1,5,0.8,12,0.0,0,84
7,1,0,335,0.2576,4,1,5,0.87,12,0.10532502644880687,0,199
8,1,0,335,0.2879,4,1,5,0.87,12,0.0,0,432
9,1,0,335,0.3182,4,1,5,0.81,12,0.0,0,234
10,1,0,335,0.2879,4,1,5,0.75,12,0.2631950158692841,0,89
11,1,0,335,0.3333,4,1,5,0.66,12,0.19301751498765723,0,142
12,1,0,335,0.3485,4,1,5,0.57,12,0.15786998942047725,0,186
13,1,0,335,0.4091,4,1,5,0.47,12,0.15786998942047725,0,188
14,1,0,335,0.4242,4,1,5,0.44,12,0.12284001410603033,0,145
15,1,0,335,0.4242,4,1,5,0.41,12,0.10532502644880687,0,175
16,1,0,335,0.4242,4,1,5,0.41,12,0.10532502644880687,0,254
17,1,0,335,0.4242,4,1,5,0.38,12,0.0,0,391
18,1,0,335,0.4091,4,1,5,0.5,12,0.0,0,362
19,1,0,335,0.3182,4,1,5,0.53,12,0.298224991183731,0,252
20,1,0,335,0.3939,4,1,5,0.4,12,0.33337251675091106,0,178
21,1,0,335,0.3333,4,1,5,0.49,12,0.22804749030210414,0,102
22,1,0,335,0.3182,4,1,5,0.53,12,0.22804749030210414,0,95
23,1,0,335,0.303,4,1,5,0.53,12,0.33337251675091106,0,81
0,0,0,336,0.2879,4,1,6,0.56,12,0.298224991183731,0,65
1,0,0,336,0.2576,4,1,6,0.65,12,0.22804749030210414,0,62
2,0,0,336,0.2576,4,1,6,0.65,12,0.19301751498765723,0,41
3,0,0,336,0.2424,4,1,6,0.7,12,0.15786998942047725,0,5
4,0,0,336,0.2273,4,1,6,0.75,12,0.15786998942047725,0,7
5,0,0,336,0.2576,4,1,6,0.7,12,0.10532502644880687,0,6
6,0,0,336,0.2576,4,1,6,0.65,12,0.12284001410603033,0,10
7,0,0,336,0.2576,4,1,6,0.75,12,0.10532502644880687,0,24
8,0,0,336,0.2576,4,1,6,0.75,12,0.10532502644880687,0,62
9,0,0,336,0.2727,4,1,6,0.7,12,0.12284001410603033,0,99
10,0,0,336,0.3333,4,1,6,0.61,12,0.15786998942047725,0,173
11,0,0,336,0.3333,4,1,6,0.57,12,0.10532502644880687,0,227
12,0,0,336,0.3788,4,1,6,0.5,12,0.0,0,280
13,0,0,336,0.3636,4,1,6,0.5,12,0.10532502644880687,0,222
14,0,0,336,0.3788,4,1,6,0.46,12,0.0,0,251
15,0,0,336,0.3939,4,1,6,0.46,12,0.0,0,237
16,0,0,336,0.3939,4,1,6,0.46,12,0.0,0,230
17,0,0,336,0.3788,4,1,6,0.62,12,0.0,0,186
18,0,0,336,0.3333,4,1,6,0.53,12,0.15786998942047725,0,193
19,0,0,336,0.3182,4,1,6,0.61,12,0.10532502644880687,0,144
20,0,0,336,0.3182,4,1,6,0.61,12,0.10532502644880687,0,110
21,0,0,336,0.3182,4,2,6,0.61,12,0.10532502644880687,0,104
22,0,0,336,0.3333,4,2,6,0.61,12,0.10532502644880687,0,97
23,0,0,336,0.303,4,1,6,0.7,12,0.15786998942047725,0,73
0,0,0,337,0.3182,4,1,0,0.7,12,0.12284001410603033,0,64
1,0,0,337,0.3182,4,1,0,0.75,12,0.10532502644880687,0,54
2,0,0,337,0.303,4,1,0,0.81,12,0.0,0,51
3,0,0,337,0.3182,4,1,0,0.75,12,0.0,0,34
4,0,0,337,0.303,4,1,0,0.87,12,0.0,0,9
5,0,0,337,0.303,4,1,0,0.81,12,0.0,0,2
6,0,0,337,0.2879,4,1,0,0.93,12,0.0,0,3
7,0,0,337,0.303,4,1,0,0.87,12,0.0,0,23
8,0,0,337,0.303,4,1,0,0.87,12,0.0,0,48
9,0,0,337,0.3333,4,1,0,0.81,12,0.0,0,114
10,0,0,337,0.3333,4,1,0,0.81,12,0.15786998942047725,0,180
11,0,0,337,0.3333,4,1,0,0.81,12,0.19301751498765723,0,206
12,0,0,337,0.3485,4,1,0,0.81,12,0.19301751498765723,0,247
13,0,0,337,0.4091,4,1,0,0.66,12,0.2631950158692841,0,269
14,0,0,337,0.4242,4,1,0,0.62,12,0.15786998942047725,0,246
15,0,0,337,0.4242,4,1,0,0.62,12,0.22804749030210414,0,227
16,0,0,337,0.4242,4,1,0,0.58,12,0.2631950158692841,0,266
17,0,0,337,0.3939,4,1,0,0.76,12,0.15786998942047725,0,207
18,0,0,337,0.3939,4,1,0,0.71,12,0.0,0,161
19,0,0,337,0.3939,4,1,0,0.76,12,0.0,0,158
20,0,0,337,0.3485,4,1,0,0.76,12,0.15786998942047725,0,116
21,0,0,337,0.3636,4,1,0,0.81,12,0.12284001410603033,0,65
22,0,0,337,0.3485,4,1,0,0.87,12,0.12284001410603033,0,59
23,0,0,337,0.3485,4,1,0,0.87,12,0.12284001410603033,0,42
0,1,0,338,0.3333,4,1,1,0.87,12,0.10532502644880687,0,21
1,1,0,338,0.3485,4,1,1,0.87,12,0.0,0,10
2,1,0,338,0.3485,4,1,1,0.87,12,0.0,0,8
3,1,0,338,0.3485,4,1,1,0.87,12,0.0,0,2
4,1,0,338,0.3182,4,1,1,0.87,12,0.12284001410603033,0,7
5,1,0,338,0.3182,4,1,1,0.87,12,0.12284001410603033,0,24
6,1,0,338,0.3182,4,1,1,0.93,12,0.10532502644880687,0,89
7,1,0,338,0.3485,4,1,1,0.9,12,0.0,0,274
8,1,0,338,0.3485,4,1,1,0.93,12,0.0,0,392
9,1,0,338,0.3636,4,2,1,0.87,12,0.10532502644880687,0,178
10,1,0,338,0.3636,4,2,1,0.87,12,0.10532502644880687,0,78
11,1,0,338,0.3636,4,2,1,0.87,12,0.10532502644880687,0,106
12,1,0,338,0.4091,4,2,1,0.76,12,0.12284001410603033,0,125
13,1,0,338,0.4242,4,2,1,0.71,12,0.10532502644880687,0,153
14,1,0,338,0.4545,4,2,1,0.67,12,0.0,0,126
15,1,0,338,0.4545,4,2,1,0.72,12,0.10532502644880687,0,132
16,1,0,338,0.4848,4,1,1,0.63,12,0.10532502644880687,0,238
17,1,0,338,0.4242,4,1,1,0.77,12,0.0,0,430
18,1,0,338,0.4394,4,1,1,0.77,12,0.0,0,386
19,1,0,338,0.4545,4,2,1,0.77,12,0.0,0,295
20,1,0,338,0.4545,4,2,1,0.82,12,0.12284001410603033,0,190
21,1,0,338,0.4394,4,2,1,0.88,12,0.10532502644880687,0,166
22,1,0,338,0.4394,4,2,1,0.88,12,0.15786998942047725,0,94
23,1,0,338,0.4545,4,2,1,0.88,12,0.15786998942047725,0,54
0,1,0,339,0.4848,4,2,2,0.77,12,0.3508875044081345,0,25
1,1,0,339,0.4545,4,2,2,0.88,12,0.3508875044081345,0,14
2,1,0,339,0.4545,4,2,2,0.87,12,0.22804749030210414,0,3
3,1,0,339,0.4545,4,2,2,0.87,12,0.22804749030210414,0,3
4,1,0,339,0.4545,4,3,2,0.88,12,0.2631950158692841,0,7
5,1,0,339,0.4545,4,3,2,0.88,12,0.2631950158692841,0,20
6,1,0,339,0.4394,4,2,2,0.94,12,0.33337251675091106,0,81
7,1,0,339,0.4545,4,2,2,0.94,12,0.22804749030210414,0,227
8,1,0,339,0.4545,4,2,2,0.94,12,0.22804749030210414,0,401
9,1,0,339,0.4545,4,2,2,0.94,12,0.2631950158692841,0,200
10,1,0,339,0.4545,4,3,2,0.94,12,0.33337251675091106,0,44
11,1,0,339,0.4545,4,3,2,0.94,12,0.298224991183731,0,28
12,1,0,339,0.4545,4,3,2,1.0,12,0.2631950158692841,0,50
13,1,0,339,0.4545,4,3,2,1.0,12,0.22804749030210414,0,65
14,1,0,339,0.4697,4,3,2,1.0,12,0.2631950158692841,0,69
15,1,0,339,0.4848,4,3,2,1.0,12,0.22804749030210414,0,43
16,1,0,339,0.4545,4,3,2,1.0,12,0.298224991183731,0,84
17,1,0,339,0.4545,4,2,2,1.0,12,0.2631950158692841,0,249
18,1,0,339,0.4545,4,2,2,1.0,12,0.33337251675091106,0,287
19,1,0,339,0.4545,4,3,2,1.0,12,0.3508875044081345,0,223
20,1,0,339,0.4545,4,3,2,1.0,12,0.3508875044081345,0,107
21,1,0,339,0.4394,4,2,2,1.0,12,0.22804749030210414,0,108
22,1,0,339,0.4545,4,3,2,1.0,12,0.19301751498765723,0,82
23,1,0,339,0.4545,4,3,2,1.0,12,0.19301751498765723,0,48
0,1,0,340,0.4394,4,1,3,1.0,12,0.22804749030210414,0,30
1,1,0,340,0.4545,4,2,3,1.0,12,0.298224991183731,0,9
2,1,0,340,0.4545,4,3,3,1.0,12,0.2631950158692841,0,4
3,1,0,340,0.4545,4,3,3,1.0,12,0.2631950158692841,0,3
4,1,0,340,0.4545,4,3,3,1.0,12,0.19301751498765723,0,1
5,1,0,340,0.4545,4,3,3,1.0,12,0.19301751498765723,0,3
6,1,0,340,0.4697,4,3,3,1.0,12,0.49124250617138826,0,18
7,1,0,340,0.4394,4,3,3,1.0,12,0.12284001410603033,0,43
8,1,0,340,0.4394,4,3,3,1.0,12,0.0,0,80
9,1,0,340,0.4394,4,3,3,1.0,12,0.298224991183731,0,64
10,1,0,340,0.4394,4,3,3,1.0,12,0.10532502644880687,0,32
11,1,0,340,0.4394,4,3,3,1.0,12,0.10532502644880687,0,47
12,1,0,340,0.4394,4,3,3,1.0,12,0.15786998942047725,0,29
13,1,0,340,0.4394,4,3,3,1.0,12,0.22804749030210414,0,28
14,1,0,340,0.4394,4,3,3,1.0,12,0.22804749030210414,0,24
15,1,0,340,0.4242,4,3,3,0.94,12,0.2631950158692841,0,25
16,1,0,340,0.4242,4,3,3,0.94,12,0.22804749030210414,0,28
17,1,0,340,0.4091,4,3,3,1.0,12,0.38603502997531447,0,48
18,1,0,340,0.4091,4,3,3,0.94,12,0.3508875044081345,0,48
19,1,0,340,0.2879,4,3,3,0.87,12,0.7544375220406725,0,31
20,1,0,340,0.2879,4,3,3,0.87,12,0.7544375220406725,0,25
21,1,0,340,0.2576,4,3,3,0.87,12,0.6140825202774186,0,6
22,1,0,340,0.19699999999999998,4,3,3,0.93,12,0.5263900317385682,0,13
23,1,0,340,0.2121,4,1,3,0.93,12,0.45621253085694136,0,16
0,1,0,341,0.2273,4,2,4,0.87,12,0.3508875044081345,0,21
1,1,0,341,0.2273,4,1,4,0.81,12,0.42106500528976143,0,6
2,1,0,341,0.2727,4,1,4,0.65,12,0.2631950158692841,0,4
3,1,0,341,0.2273,4,1,4,0.6,12,0.3508875044081345,0,1
4,1,0,341,0.19699999999999998,4,2,4,0.6,12,0.5439050193957917,0,2
5,1,0,341,0.2121,4,1,4,0.64,12,0.2631950158692841,0,12
6,1,0,341,0.2121,4,1,4,0.55,12,0.33337251675091106,0,71
7,1,0,341,0.2121,4,1,4,0.6,12,0.2631950158692841,0,233
8,1,0,341,0.2121,4,1,4,0.55,12,0.33337251675091106,0,418
9,1,0,341,0.2121,4,1,4,0.52,12,0.45621253085694136,0,218
